,titre,link,speech_type,prenom,nom,date,theme,fonct,unique_id
1659,"Interview de M. Bruno Le Maire, ministre de l'économie et des finances, avec RTL le 28 mai 2019, sur l'entreprise Renault et sur les résultats des élections européennes.",https://www.vie-publique.fr/discours/270532-bruno-le-maire-28052019-entreprise-renault-elections-europeennes,Interview,Bruno,Le Maire,2019-05-28T12:00:00Z,ECONOMIE,Ministre de l'économie et des finances,270532
1660,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur les défis et priorités de la politique étrangère de la France, à l'Assemblée nationale le 28 mai 2019.",https://www.vie-publique.fr/discours/269219-jean-yves-le-drian-28052019-politique-etrangere,Déclaration,Jean-Yves,Le Drian,2019-05-28T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,269219
1661,"Interview de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, à RFI le 28 mai 2019, sur les résultats des élections européennes.",https://www.vie-publique.fr/discours/271632-didier-guillaume-28052019-resultats-des-elections-europeennes,Interview,Didier,Guillaume,2019-05-28T12:00:00Z,INSTITUTIONS,Ministre de l'agriculture et de l'alimentation,271632
1662,"Interview de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, à France Inter le 28 mai 2019, sur les résultats des élections européennes.",https://www.vie-publique.fr/discours/271633-jean-yves-le-drian-28052019-resultats-des-elections-europeennes,Interview,Jean-Yves,Le Drian,2019-05-28T12:00:00Z,INSTITUTIONS,Ministre de l'Europe et des affaires étrangères,271633
1663,"Interview de M. François de Rugy, ministre de la transition écologique et solidaire, à Radio Classique le 28 mai 2019, sur la politique de l'environnement et sur les écologistes.",https://www.vie-publique.fr/discours/271634-francois-de-rugy-28052019-politique-de-lenvironnement-ecologistes,Interview,François,de Rugy,2019-05-28T12:00:00Z,SOCIÉTÉ,Ministre de la transition écologique et solidaire,271634
1664,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur l'accord relatif au nucléaire iranien, à l'Assemblée nationale le 28 mai 2019.",https://www.vie-publique.fr/discours/271658-jean-baptiste-lemoyne-28052019-accord-relatif-au-nucleaire-iranien,Déclaration,Jean-Baptiste,Lemoyne,2019-05-28T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,271658
1665,"Interview de Mme Brune Poirson, secrétaire d'Etat auprès du ministre de la transition écologique et solidaire, à BFMTV le 27 mai 2019, sur les résultats des élections européennes et sur la politique de l'environnement.",https://www.vie-publique.fr/discours/271518-brune-poirson-27052019-elections-europeennes-politique-environnement,Interview,Brune,Poirson,2019-05-27T12:00:00Z,"INSTITUTIONS
SOCIÉTÉ",Secrétaire d'Etat auprès du ministre de la transition écologique et solidaire,271518
1666,"Interview de M. Julien Denormandie, ministre de la ville et du logement, à Radio Classique le 27 mai 2019, sur les résultats des élections européennes.",https://www.vie-publique.fr/discours/271631-julien-denormandie-27052019-resultats-des-elections-europeennes,Interview,Julien,Denormandie,2019-05-27T12:00:00Z,INSTITUTIONS,Ministre de la ville et du logement,271631
1667,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, sur l'Union européenne et le commerce international, à Bruxelles le 27 mai 2019.",https://www.vie-publique.fr/discours/271635-jean-baptiste-lemoyne-27052019-union-europeenne-commerce-international,Déclaration,Jean-Baptiste,Lemoyne,2019-05-27T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,271635
1668,"Déclaration de Mme Florence Parly, ministre des armées, sur le Bataillon de marins-pompiers de Marseille, à Marseille le 27 mai 2019.",https://www.vie-publique.fr/discours/271663-florence-parly-27052019-bataillon-de-marins-pompiers-de-marseille,Déclaration,Florence,Parly,2019-05-27T12:00:00Z,INTERNATIONAL,Ministre des armées,271663
1669,"Interview de M. Gérald Darmanin, ministre de l'action et des comptes publics, à France 2 le 27 mai 2019, sur les résultats des élections européennes.",https://www.vie-publique.fr/discours/271636-gerald-darmanin-27052019-resultats-des-elections-europeennes,Interview,Gérald,Darmanin,2019-05-27T12:00:00Z,INSTITUTIONS,Ministre de l'action et des comptes publics,271636
1670,"Déclaration de Mme Florence Parly, ministre des armées, sur les hélicoptères de combat, à Marignane le 27 mai 2019.",https://www.vie-publique.fr/discours/270466-florence-parly-27052019-les-helicopteres-de-combat,Déclaration,Florence,Parly,2019-05-27T12:00:00Z,INTERNATIONAL,Ministre des armées,270466
1671,"Interview de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse à France-Info le 27 mai 2019, sur les résultats des élections européennes du 26 mai 2019 et les conséquences sur l'échiquier français et européen.",https://www.vie-publique.fr/discours/269239-jean-michel-blanquer-27052019-elections-europeennes,Interview,Jean-Michel,Blanquer,2019-05-27T12:00:00Z,INSTITUTIONS,Ministre de l'éducation nationale et de la jeunesse,269239
1672,"Interview de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, à CNews le 27 mai 2019, sur les résultats des élections européennes et la politique du gouvernement.",https://www.vie-publique.fr/discours/271519-didier-guillaume-27052019-elections-europeennes-politique-gouvernement,Interview,Didier,Guillaume,2019-05-27T12:00:00Z,INSTITUTIONS,Ministre de l'agriculture et de l'alimentation,271519
1673,"Déclaration de M. Franck Riester, ministre de la culture, sur la conservation et la restauration de Notre Dame de Paris, Paris le 27 mai 2019.",https://www.vie-publique.fr/discours/269759-franck-riester-27052019-incendie-notre-dame,Déclaration,Franck,Riester,2019-05-27T12:00:00Z,SOCIÉTÉ,Ministre de la culture,269759
1674,"Message de Mme Geneviève Darrieussecq, secrétaire d'Etat auprès de la ministre des armées, en hommage aux combattants de la Résistance, le 27 mai 2019.",https://www.vie-publique.fr/discours/270573-genevieve-darrieussecq-27052019-hommage-combattants-de-la-resistance,Message,Geneviève,Darrieussecq,2019-05-27T12:00:00Z,SOCIÉTÉ,Secrétaire d'Etat auprès de la ministre des armées,270573
1675,"Déclaration de M. Emmanuel Macron, président de la République, sur l'architecture, à Paris le 24 mai 2019.",https://www.vie-publique.fr/discours/268610-emmanuel-macron-24052019-architecture,Déclaration,Emmanuel,Macron,2019-05-24T12:00:00Z,SOCIÉTÉ,Président de la République,268610
1676,"Déclaration de Mme Florence Parly, ministre des armées, sur le 1er régiment d'hélicoptères de combat, à Phalsbourg le 24 mai 2019.",https://www.vie-publique.fr/discours/271616-florence-parly-24052019-1er-regiment-dhelicopteres-de-combat,Déclaration,Florence,Parly,2019-05-24T12:00:00Z,INTERNATIONAL,Ministre des armées,271616
1677,"Déclaration de Mme Florence Parly, ministre des armées, sur le régiment de marche du Tchad, à Meyenheim le 24 mai 2019.",https://www.vie-publique.fr/discours/271615-florence-parly-24052019-regiment-de-marche-du-tchad,Déclaration,Florence,Parly,2019-05-24T12:00:00Z,INTERNATIONAL,Ministre des armées,271615
1678,"Interview de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, à RTL le 24 mai 2019, sur l'enjeu des élections européennes pour l'Europe.",https://www.vie-publique.fr/discours/270478-jean-yves-le-drian-24052019-enjeu-des-elections-europeennes,Interview,Jean-Yves,Le Drian,2019-05-24T12:00:00Z,INSTITUTIONS,Ministre de l'Europe et des affaires étrangères,270478
1679,"Déclaration de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, sur la coopération sanitaire transfrontalière entre la France et la Suisse et entre la France et le Luxembourg, à l'Assemblée nationale le 23 mai 2019.",https://www.vie-publique.fr/discours/271671-amelie-de-montchalin-23052019-cooperation-sanitaire,Déclaration,Amélie,de Montchalin,2019-05-23T12:00:00Z,SOCIÉTÉ,Secrétaire d'État aux affaires européennes,271671
1680,"Interview de Mme Agnès Pannier-Runacher, secrétaire d'Etat auprès du ministre de l'économie et des fiances, à RMC le 23 mai 2019, sur l'avenir de l'aciérie Ascoval.",https://www.vie-publique.fr/discours/271521-agnes-pannier-runacher-23052019-avenir-de-lacierie-ascoval,Interview,Agnès,Pannier-Runacher,2019-05-23T12:00:00Z,ECONOMIE,Secrétaire d'Etat auprès du ministre de l'économie et des fiances,271521
1681,"Interview de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, à Sud Radio le 23 mai 2019, sur les élections européennes et la politique agricole.",https://www.vie-publique.fr/discours/271520-didier-guillaume-23052019-elections-europeennes-politique-agricole,Interview,Didier,Guillaume,2019-05-23T12:00:00Z,"INSTITUTIONS
SOCIÉTÉ",Ministre de l'agriculture et de l'alimentation,271520
1682,"Déclaration de M. Marc Fesneau, ministre chargé des relations avec le Parlement, sur l'accord relatif au siège de l'Autorité européenne des marchés financiers et à ses privilèges et immunités en France, à l'Assemblée nationale le 23 mai 2019.",https://www.vie-publique.fr/discours/271431-marc-fesneau-23052019-autorite-europeenne-des-marches-financiers,Déclaration,Marc,Fesneau,2019-05-23T12:00:00Z,INTERNATIONAL,Ministre chargé des relations avec le Parlement,271431
1683,"Interview de Mme Sibeth Ndiaye, secrétaire d’Etat, porte-parole du Gouvernement, à Europe 1 le 23 mai 2019, sur la campagne des élections européennes et la liberté de l'information.",https://www.vie-publique.fr/discours/270704-sibeth-ndiaye-23052019-elections-europeennes-liberte-de-linformation,Interview,Sibeth,Ndiaye,2019-05-23T12:00:00Z,"INTERNATIONAL
INSTITUTIONS","Secrétaire d'Etat, porte-parole du gouvernement",270704
1684,"Déclaration de M. Marc Fesneau, ministre chargé des relations avec le Parlement, sur l'approbation de l'accord de coopération opérationnelle entre les forces terrestres de la France et de la Belgique, à l'Assemblée nationale le 23 mai 2019.",https://www.vie-publique.fr/discours/271428-marc-fesneau-23052019-cooperation-militaire-france-belgique,Déclaration,Marc,Fesneau,2019-05-23T12:00:00Z,INTERNATIONAL,Ministre chargé des relations avec le Parlement,271428
1685,"Déclaration de Mme Geneviève Darrieussecq, secrétaire d'Etat auprès de la ministre des armées, sur des projets pédagogiques sur le thème de la mémoire, à Paris le 23 mai 2019.",https://www.vie-publique.fr/discours/270459-genevieve-darrieussecq-23052019-projets-pedagogiques-theme-la-memoire,Déclaration,Geneviève,Darrieussecq,2019-05-23T12:00:00Z,SOCIÉTÉ,Secrétaire d'Etat auprès de la ministre des armées,270459
1686,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur les tensions commerciales dans le monde, à l'Assemblée nationale le 22 mai 2019.",https://www.vie-publique.fr/discours/270493-jean-baptiste-lemoyne-22052019-tensions-commerciales-dans-le-monde,Déclaration,Jean-Baptiste,Lemoyne,2019-05-22T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,270493
1687,"Déclaration de Mme Amélie de Montchalin, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur le futur budget européen, à l'Assemblée nationale le 22 mai 2019.",https://www.vie-publique.fr/discours/270508-declaration-amelie-de-montchalin-22052019-futur-budget-europeen,Déclaration,Amélie,de Montchalin,2019-05-22T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,270508
1688,"Déclaration de M. Franck Riester, ministre de la culture, sur la presse et le secteur d'activité de l'édition, dans le cadre du projet de loi sur la modernisation de la distribution de la presse, Paris le 22 mai 2019.",https://www.vie-publique.fr/discours/269757-franck-riester-22052019-presse,Déclaration,Franck,Riester,2019-05-22T12:00:00Z,SOCIÉTÉ,Ministre de la culture,269757
1689,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur l'Union européenne face à l'Iran et à Cuba, à l'Assemblée nationale le 22 mai 2019.",https://www.vie-publique.fr/discours/270494-jean-baptiste-lemoyne-22052019-union-europeenne-face-liran-et-cuba,Déclaration,Jean-Baptiste,Lemoyne,2019-05-22T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,270494
1690,"Déclaration de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, en réponse à une question sur les négociations commerciales entre l'Union européenne et le Mercosur, à l'Assemblée nationale le 22 mai 2019.",https://www.vie-publique.fr/discours/271523-didier-guillaume-22052019-negociations-commerciales-entre-lue,Déclaration,Didier,Guillaume,2019-05-22T12:00:00Z,INTERNATIONAL,Ministre de l'agriculture et de l'alimentation,271523
1691,"Déclaration de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, en réponse à une question sur la politique agricole commune, à l'Assemblée nationale le 22 mai 2019.",https://www.vie-publique.fr/discours/271522-didier-guillaume-22052019-politique-agricole-commune,Déclaration,Didier,Guillaume,2019-05-22T12:00:00Z,INTERNATIONAL,Ministre de l'agriculture et de l'alimentation,271522
1692,"Déclaration de Mme Florence Parly, ministre des armées, en réponse à une question sur l'Europe de la défense, à l'Assemblée nationale le 22 mai 2019.",https://www.vie-publique.fr/discours/271604-florence-parly-22052019-europe-de-la-defense,Déclaration,Florence,Parly,2019-05-22T12:00:00Z,INTERNATIONAL,Ministre des armées,271604
1693,"Déclaration de M. François de Rugy, ministre de la transition écologique et solidaire, en réponse à une question sur la Banque européenne pour le climat, à l'Assemblée nationale le 22 mai 2019.",https://www.vie-publique.fr/discours/271605-francois-de-rugy-22052019-la-banque-europeenne-pour-le-climat,Déclaration,François,de Rugy,2019-05-22T12:00:00Z,SOCIÉTÉ,Ministre de la transition écologique et solidaire,271605
1694,"Interview de Mme Emmanuelle Wargon, secrétaire d'Etat auprès du ministre de de la transition écologique et solidaire, à Radio Classique le 22 mai 2019, sur les élections européennes et la politique de l'environnement.",https://www.vie-publique.fr/discours/270484-emmanuelle-wargon-22052019-elections-ue-politique-environnement,Interview,Emmanuelle,Wargon,2019-05-22T12:00:00Z,"INSTITUTIONS
SOCIÉTÉ","Secrétaire d'Etat auprès du ministre d'Etat, ministre de la transition écologique et solidaire",270484
1695,"Interview de Mme Agnès Pannier-Runacher, secrétaire d'Etat auprès du ministre de l'économie et des finances, à Radio Classique le 22 mai 2019, sur la politique en faveur de l'industrie au niveau français et européen.",https://www.vie-publique.fr/discours/270486-pannier-runacher-22052019-politique-industrielle-france-europe,Interview,Agnès,Pannier-Runacher,2019-05-22T12:00:00Z,ECONOMIE,Secrétaire d'Etat auprès du ministre de l'économie et des finances,270486
1696,"Déclaration de Mme Annick Girardin, ministre des outre-mer, sur la modification du statut d'autonomie de la Polynésie française, au Sénat le 22 mai 2019.",https://www.vie-publique.fr/discours/270472-annick-girardin-22052019-statut-dautonomie-de-la-polynesie-francaise,Déclaration,Annick,Girardin,2019-05-22T12:00:00Z,INSTITUTIONS,Ministre des outre-mer,270472
1697,"Interview de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, à RFI le 22 mai 2019, sur les élections européennes.",https://www.vie-publique.fr/discours/270485-jean-baptiste-lemoyne-22052019-elections-europeennes,Interview,Jean-Baptiste,Lemoyne,2019-05-22T12:00:00Z,INSTITUTIONS,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,270485
1698,"Déclaration de Mme Amélie de Montchalin, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur l'Union européenne et l'Outre-mer, à l'Assemblée nationale le 22 mai 2019.",https://www.vie-publique.fr/discours/270511-amelie-de-montchalin-22052019-union-europeenne-et-loutre-mer,Déclaration,Amélie,de Montchalin,2019-05-22T12:00:00Z,INSTITUTIONS,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,270511
1699,"Interview de M. Bruno Le Maire, ministre de l'économie et des finances, à France Info le 22 mai 2019, sur l'usine General Electric de Belfort, la Zone euro, les élections européennes, la 5G et la taxe sur les Géants d'Internet.",https://www.vie-publique.fr/discours/270482-interview-bruno-le-maire-22052019-politique-gouvernementale,Interview,Bruno,Le Maire,2019-05-22T12:00:00Z,INSTITUTIONS,Ministre de l'économie et des finances,270482
1700,"Déclaration de Mme Amélie de Montchalin, secrétaire d'Etat aux affaires européennes, sur l'Union européenne et l’Ukraine, la protection du patrimoine européen, le plastique à usage unique et sur l'état de droit en Europe, à Bruxelles le 21 mai 2019.",https://www.vie-publique.fr/discours/270488-declaration-amelie-de-montchalin-21052019-construction-europeenne,Déclaration,Amélie,de Montchalin,2019-05-21T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat aux affaires européennes,270488
1701,"Entretien de M. Emmanuel Macron, président de la République, dans la presse régionale du 21 mai 2019, sur les élections européennes et la construction européenne.",https://www.vie-publique.fr/discours/268616-entretien-emmanuel-macron-21052019-construction-europeenne,Entretien,Emmanuel,Macron,2019-05-21T12:00:00Z,INTERNATIONAL,Président de la République,268616
1702,"Déclaration de M. Julien Denormandie, ministre chargé de la ville et du logement, sur les efforts du gouvernement en faveur du déploiement du très haut débit et de la téléphonie mobile, à Paris le 21 mai 2019.",https://www.vie-publique.fr/discours/270135-julien-denormandie-21052019-tres-haut-debit-telephonie-mobile,Déclaration,Julien,Denormandie,2019-05-21T12:00:00Z,SOCIÉTÉ,Ministre chargé de la ville et du logement,270135
1703,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur le projet de loi sur la taxation des géants du numérique, au Sénat le 21 mai 2019.",https://www.vie-publique.fr/discours/270502-bruno-le-maire-21052019-projet-de-loi-taxation-des-geants-du-numerique,Déclaration,Bruno,Le Maire,2019-05-21T12:00:00Z,SOCIÉTÉ,Ministre de l'économie et des finances,270502
1704,"Déclaration de Mme Roxana Maracineanu, ministre des sports, sur la gouvernance des politiques sportives et la préparation des Jeux Olympiques de 2024, à Paris le 21 mai 2019.",https://www.vie-publique.fr/discours/270233-roxana-maracineanu-21052019-jeux-olympiques-de-2024,Déclaration,Roxana,Maracineanu,2019-05-21T12:00:00Z,SOCIÉTÉ,Ministre des sports,270233
1705,"Interview de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, à France Info le 21 mai 2019, sur la bioéthique, les élections européennes, la PAC, les relations franco-allemandes, le libre échange et le glyphosate.",https://www.vie-publique.fr/discours/270440-didier-guillaume-21052019-bioethique-election-europeenne-pac,Interview,Didier,Guillaume,2019-05-21T12:00:00Z,INSTITUTIONS,Ministre de l'agriculture et de l'alimentation,270440
1706,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur la protection de la démocratie européenne, au Sénat le 21 mai 2019.",https://www.vie-publique.fr/discours/270492-jean-baptiste-lemoyne-21052019-protection-de-la-democratie-europeenne,Déclaration,Jean-Baptiste,Lemoyne,2019-05-21T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,270492
1707,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur le tourisme en France, au Sénat le 21 mai 2019.",https://www.vie-publique.fr/discours/270491-jean-baptiste-lemoyne-21052019-tourisme-en-france,Déclaration,Jean-Baptiste,Lemoyne,2019-05-21T12:00:00Z,"ECONOMIE
INTERNATIONAL",Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,270491
1708,"Déclaration de M. Cédric O, secrétaire d'Etat au numérique, en réponse à une question sur la lutte contre le terrorisme et les réseaux sociaux, à l'Assemblée nationale le 21 mai 2019.",https://www.vie-publique.fr/discours/270487-cedric-o-21052019-lutte-contre-le-terrorisme-et-les-reseaux-sociaux,Déclaration,Cédric,O,2019-05-21T12:00:00Z,SOCIÉTÉ,Secrétaire d'Etat au numérique,270487
1709,"Interview de M. Gabriel Attal, secrétaire d'État auprès du ministre de l'éducation nationale et de la jeunesse, à CNews le 21 mai 2019, sur la campagne et la mobilisation pour les élections européennes du 26 mai 2019.",https://www.vie-publique.fr/discours/270434-gabriel-attal-21052019-mobilisation-pour-les-elections-europeennes,Interview,Gabriel,Attal,2019-05-21T12:00:00Z,INSTITUTIONS,Secrétaire d'État auprès du ministre de l'éducation nationale et de la jeunesse,270434
1710,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur les élections européennes, à l'Assemblée nationale le 21 mai 2019.",https://www.vie-publique.fr/discours/270445-jean-baptiste-lemoyne-21052019-elections-europeennes,Déclaration,Jean-Baptiste,Lemoyne,2019-05-21T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,270445
1711,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur la France et les élections européennes, à l'Assemblée nationale le 21 mai 2019.",https://www.vie-publique.fr/discours/270446-jean-baptiste-lemoyne-21052019-la-france-et-les-elections-europeennes,Déclaration,Jean-Baptiste,Lemoyne,2019-05-21T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,270446
1712,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur la relation franco-allemande et la construction européenne, à l'Assemblée nationale le 21 mai 2019.",https://www.vie-publique.fr/discours/270448-jean-baptiste-lemoyne-2152019-france-allemagne-construction-europeenne,Déclaration,Jean-Baptiste,Lemoyne,2019-05-21T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,270448
1713,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur la coopération culturelle entre la France et la République démocratique du Congo, à Kinshasa le 20 mai 2019.",https://www.vie-publique.fr/discours/271609-jean-yves-le-drian-20052019-france-republique-democratique-du-congo,Déclaration,Jean-Yves,Le Drian,2019-05-21T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,271609
1714,"Déclaration de Mme Florence Parly, ministre des armées, sur le service des essences des armées, à Chalon-sur-Saône le 20 mai 2019.",https://www.vie-publique.fr/discours/271614-florence-parly-20052019-service-des-essences-des-armees,Déclaration,Florence,Parly,2019-05-20T12:00:00Z,INTERNATIONAL,Ministre des armées,271614
1715,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur la coopération militaire franco-africaine, à Kinshasa le 20 mai 2019.",https://www.vie-publique.fr/discours/271607-jean-yves-le-drian-20052019-cooperation-militaire-franco-africaine,Déclaration,Jean-Yves,Le Drian,2019-05-20T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,271607
1716,"Conférence de presse de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur l'aide de la France en faveur du développement de la République démocratique du Congo, à Kinshasa le 20 mai 2019.",https://www.vie-publique.fr/discours/271606-jean-yves-le-drian-20052019-france-republique-democratique-du-congo,Conférence,Jean-Yves,Le Drian,2019-05-20T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,271606
1717,"Déclaration de Mme Agnès Buzyn, ministre des solidarités et de la santé, sur la santé mondiale et les priorités de l'Organisation mondiale de la santé (OMS), Genève le 20 mai 2019.",https://www.vie-publique.fr/discours/269088-agnes-buzyn-20052019-sante-mondiale-oms,Déclaration,Agnès,Buzyn,2019-05-20T12:00:00Z,SOCIÉTÉ,Ministre des solidarités et de la santé,269088
1718,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur la coopération médicale entre la France et la République démocratique du Congo, à Kinshasa le 20 mai 2019.",https://www.vie-publique.fr/discours/271608-jean-yves-le-drian-20052019-france-republique-democratique-du-congo,Déclaration,Jean-Yves,Le Drian,2019-05-20T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,271608
1719,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur la coopération universitaire entre la France et la République démocratique du Congo, à Kinshasa le 20 mai 2019.",https://www.vie-publique.fr/discours/271612-jean-yves-le-drian-20052019-france-republique-democratique-du-congo,Déclaration,Jean-Yves,Le Drian,2019-05-20T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,271612
1720,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur la coopération entre la France et la République démocratique du Congo en matière d'enseignement, à Kinshasa le 20 mai 2019.",https://www.vie-publique.fr/discours/271613-jean-yves-le-drian-20052019-france-republique-democratique-du-congo,Déclaration,Jean-Yves,Le Drian,2019-05-20T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,271613
1721,"Déclaration de M. Franck Riester, ministre de la culture, sur la bonne santé du cinéma, l'économie du secteur et la vitrine du festival du cinéma à Cannes, le 19 mai 2019",https://www.vie-publique.fr/discours/269754-franck-riester-19052019-cinema,Déclaration,Franck,Riester,2019-05-19T12:00:00Z,SOCIÉTÉ,Ministre de la culture,269754
1722,"Déclaration de M. Franck Riester, ministre de la culture, sur l'inauguration du musée des Beaux Arts de Dijon et la volonté de créer une maison de l'architecture au centre ville, Dijon le 17 mai 2019.",https://www.vie-publique.fr/discours/269751-franck-riester-17052019-musee-des-veaux-arts-dijon,Déclaration,Franck,Riester,2019-05-17T12:00:00Z,SOCIÉTÉ,Ministre de la culture,269751
1723,"Interview de Mme Marlène Schiappa, secrétaire d'Etat à l'égalité entre les femmes et les hommes et à la lutte contre les discriminations à BFMTV sur la place des femmes dans les élections européennes.",https://www.vie-publique.fr/discours/270421-marlene-schiappa-17052019-place-des-femmes-elections-europeennes,Interview,Marlène,Schiappa,2019-05-17T12:00:00Z,"INSTITUTIONS
SOCIÉTÉ",Secrétaire d'Etat à l'égalité entre les femmes et les hommes et à la lutte contre les discrimination,270421
1724,"Interview de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, à Europe 1 le 16 mai 2019, sur les dangers pour la santé du glyphosate et la mise en œuvre d'une agriculture respectueuse de l'environnement.",https://www.vie-publique.fr/discours/271639-didier-guillaume-16052019-glyphosate-charcuterie-agroecologie,Interview,Didier,Guillaume,2019-05-16T12:00:00Z,SOCIÉTÉ,Ministre de l'agriculture et de l'alimentation,271639
1725,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, sur les efforts du gouvernement en faveur du tourisme, à La Grande-Motte le 16 mai 2019.",https://www.vie-publique.fr/discours/269822-jean-baptiste-lemoyne-16052019-tourisme,Déclaration,Jean-Baptiste,Lemoyne,2019-05-16T12:00:00Z,ECONOMIE,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,269822
1726,"Interview de Mme Sibeth Ndiaye, secrétaire d’Etat, porte-parole du Gouvernement, à Radio Classique le 16 mai 2019, sur les annonces de baisses d'impôt et la campagne pour les élections européennes.",https://www.vie-publique.fr/discours/270702-sibeth-ndiaye-16052019-baisses-dimpot-et-elections-europeennes,Interview,Sibeth,Ndiaye,2019-05-16T12:00:00Z,INTERNATIONAL,"Secrétaire d'Etat, porte-parole du gouvernement",270702
1727,"Interview de M. Edouard Philippe, Premier ministre, à France Info le 16 mai 2019, sur l'engagement du président de la République lors des élections européennes, la politique fiscale et la limitation de vitesse aux 80 kilomètres par heure.",https://www.vie-publique.fr/discours/268133-edouard-philippe-16052019-campagne-elections-europeennes,Interview,Edouard,Philippe,2019-05-16T12:00:00Z,INSTITUTIONS,Premier ministre,268133
